date	Joy	Sadness	Disgust	 Contempt	 Anger	 Fear	 Surprise
0:0:25.223	0.013	0.001	2.476	0.189	0.052	0.002	4.653	
0:0:25.268	0.013	0.002	2.520	0.186	0.052	0.002	5.324	
0:0:25.313	0.014	0.002	2.560	0.182	0.052	0.002	6.258	
0:0:25.355	0.014	0.002	2.613	0.179	0.051	0.002	6.964	
0:0:25.402	0.014	0.002	2.679	0.177	0.050	0.002	7.343	
0:0:25.446	0.015	0.002	2.749	0.174	0.050	0.002	7.168	
0:0:25.488	0.018	0.002	2.533	0.159	0.046	0.002	6.442	
0:0:25.530	0.028	0.002	2.111	0.128	0.038	0.002	5.528	
0:0:25.572	0.065	0.001	1.503	0.087	0.026	0.002	4.540	
0:0:25.615	0.651	0.001	0.593	0.030	0.011	0.001	3.900	
0:0:25.658	17.144	0.001	0.149	0.007	0.003	0.001	3.516	
0:0:25.710	78.012	0.001	0.048	0.003	0.002	0.001	3.441	
0:0:25.757	96.826	0.001	0.020	0.002	0.001	0.001	3.298	
0:0:25.798	99.348	0.001	0.009	0.001	0.001	0.001	3.278	
0:0:25.853	99.729	0.001	0.005	0.001	0.001	0.001	3.230	
0:0:25.895	99.834	0.001	0.003	0.001	0.001	0.001	3.234	
0:0:25.936	99.884	0.001	0.002	0.001	0.001	0.001	3.234	
0:0:25.976	99.906	0.001	0.001	0.001	0.001	0.001	3.247	
0:0:26.018	99.911	0.001	0.001	0.001	0.001	0.001	3.203	
0:0:26.061	99.910	0.001	0.001	0.001	0.001	0.001	3.211	
0:0:26.103	99.905	0.001	0.001	0.001	0.001	0.001	3.216	
0:0:26.150	99.895	0.001	0.001	0.001	0.001	0.001	3.262	
0:0:26.198	99.888	0.001	0.001	0.001	0.001	0.001	3.295	
0:0:26.241	99.881	0.001	0.001	0.001	0.001	0.001	3.329	
0:0:26.285	99.857	0.001	0.001	0.001	0.001	0.001	3.165	
0:0:26.327	99.836	0.001	0.001	0.001	0.001	0.001	2.946	
0:0:26.370	99.817	0.001	0.002	0.001	0.001	0.001	2.766	
0:0:26.412	99.819	0.001	0.002	0.001	0.001	0.001	2.663	
0:0:26.457	99.806	0.001	0.002	0.001	0.001	0.001	2.591	
0:0:26.502	99.805	0.001	0.002	0.001	0.001	0.001	2.583	
0:0:26.544	99.788	0.001	0.002	0.001	0.001	0.001	2.586	
0:0:26.591	99.780	0.001	0.002	0.001	0.001	0.001	2.602	
0:0:26.641	99.753	0.001	0.002	0.001	0.001	0.001	2.597	
