date	Joy	Sadness	Disgust	 Contempt	 Anger	 Fear	 Surprise
0:0:30.872	0.003	0.026	0.429	0.194	0.003	0.006	0.204	
0:0:30.935	0.003	0.026	0.428	0.194	0.003	0.006	0.204	
0:0:31.001	0.003	0.026	0.428	0.194	0.003	0.006	0.207	
0:0:31.073	0.003	0.025	0.428	0.194	0.003	0.006	0.207	
0:0:31.146	0.003	0.025	0.428	0.194	0.003	0.006	0.209	
0:0:31.212	0.003	0.025	0.428	0.194	0.003	0.006	0.209	
0:0:31.272	0.003	0.025	0.428	0.194	0.003	0.006	0.210	
0:0:31.340	0.003	0.025	0.428	0.194	0.003	0.006	0.209	
0:0:31.416	0.003	0.026	0.428	0.194	0.003	0.006	0.208	
0:0:31.485	0.003	0.026	0.428	0.194	0.003	0.006	0.209	
0:0:31.549	0.003	0.026	0.428	0.194	0.003	0.006	0.206	
0:0:31.617	0.003	0.026	0.428	0.194	0.003	0.006	0.205	
0:0:31.681	0.003	0.027	0.428	0.194	0.003	0.006	0.204	
0:0:31.746	0.003	0.027	0.428	0.194	0.003	0.006	0.204	
0:0:31.810	0.003	0.027	0.428	0.194	0.003	0.006	0.203	
0:0:31.876	0.003	0.028	0.428	0.194	0.003	0.006	0.204	
0:0:31.939	0.003	0.027	0.428	0.194	0.003	0.006	0.203	
0:0:32.003	0.003	0.027	0.428	0.194	0.003	0.006	0.201	
0:0:32.065	0.003	0.027	0.428	0.194	0.003	0.006	0.201	
0:0:32.129	0.003	0.027	0.428	0.194	0.003	0.006	0.201	
0:0:32.191	0.003	0.027	0.428	0.194	0.003	0.006	0.201	
0:0:32.249	0.003	0.027	0.428	0.194	0.003	0.006	0.200	
0:0:32.313	0.003	0.027	0.428	0.194	0.003	0.006	0.200	
0:0:32.375	0.003	0.027	0.428	0.194	0.003	0.006	0.200	
0:0:32.443	0.003	0.026	0.428	0.194	0.003	0.006	0.199	
0:0:32.506	0.003	0.026	0.428	0.194	0.003	0.006	0.199	
0:0:32.572	0.003	0.027	0.428	0.194	0.003	0.006	0.200	
0:0:32.640	0.003	0.026	0.428	0.194	0.003	0.006	0.199	
0:0:32.716	0.003	0.026	0.428	0.194	0.003	0.006	0.200	
0:0:32.792	0.003	0.026	0.428	0.194	0.003	0.006	0.199	
0:0:32.852	0.003	0.026	0.428	0.194	0.003	0.006	0.200	
0:0:32.914	0.003	0.026	0.428	0.194	0.003	0.006	0.200	
0:0:32.980	0.003	0.026	0.428	0.194	0.003	0.006	0.201	
0:0:33.048	0.003	0.026	0.428	0.194	0.003	0.006	0.201	
0:0:33.111	0.003	0.025	0.428	0.194	0.003	0.006	0.200	
0:0:33.174	0.003	0.025	0.428	0.194	0.003	0.006	0.200	
0:0:33.236	0.003	0.025	0.428	0.194	0.003	0.006	0.200	
0:0:33.296	0.003	0.025	0.429	0.194	0.003	0.006	0.200	
0:0:33.358	0.003	0.026	0.429	0.194	0.003	0.006	0.199	
0:0:33.419	0.003	0.026	0.429	0.194	0.003	0.006	0.199	
0:0:33.480	0.003	0.026	0.429	0.194	0.003	0.006	0.199	
0:0:33.542	0.003	0.026	0.430	0.194	0.003	0.006	0.199	
0:0:33.604	0.003	0.026	0.430	0.194	0.003	0.006	0.199	
0:0:33.664	0.003	0.026	0.430	0.194	0.003	0.006	0.200	
0:0:33.723	0.003	0.026	0.430	0.194	0.003	0.006	0.199	
0:0:33.784	0.003	0.025	0.430	0.194	0.003	0.006	0.199	
0:0:33.846	0.003	0.025	0.431	0.194	0.003	0.006	0.200	
0:0:33.908	0.003	0.025	0.432	0.194	0.003	0.006	0.201	
0:0:33.970	0.003	0.025	0.433	0.194	0.003	0.006	0.202	
0:0:34.035	0.003	0.025	0.433	0.194	0.003	0.006	0.203	
0:0:34.097	0.003	0.025	0.433	0.194	0.003	0.005	0.204	
0:0:34.159	0.003	0.024	0.431	0.194	0.003	0.005	0.206	
0:0:34.222	0.003	0.025	0.430	0.194	0.003	0.005	0.206	
0:0:34.306	0.003	0.025	0.431	0.194	0.003	0.005	0.207	
0:0:34.370	0.003	0.025	0.432	0.194	0.003	0.005	0.207	
0:0:34.434	0.003	0.025	0.432	0.194	0.003	0.005	0.208	
0:0:34.496	0.003	0.025	0.431	0.194	0.003	0.005	0.211	
0:0:34.557	0.003	0.025	0.433	0.194	0.003	0.005	0.211	
0:0:34.620	0.003	0.025	0.436	0.194	0.003	0.005	0.211	
0:0:34.682	0.003	0.025	0.438	0.194	0.003	0.005	0.213	
0:0:34.761	0.003	0.025	0.439	0.194	0.003	0.005	0.219	
0:0:34.821	0.003	0.024	0.437	0.194	0.003	0.005	0.227	
0:0:34.885	0.003	0.024	0.433	0.194	0.003	0.005	0.234	
0:0:34.949	0.003	0.024	0.432	0.194	0.003	0.005	0.231	
0:0:35.011	0.003	0.025	0.435	0.194	0.003	0.005	0.221	
0:0:35.071	0.003	0.025	0.435	0.194	0.003	0.005	0.217	
0:0:35.133	0.003	0.025	0.436	0.194	0.003	0.005	0.216	
0:0:35.195	0.003	0.025	0.437	0.194	0.003	0.005	0.213	
0:0:35.257	0.003	0.025	0.438	0.194	0.003	0.005	0.215	
0:0:35.319	0.003	0.025	0.440	0.194	0.003	0.005	0.213	
0:0:35.380	0.003	0.025	0.444	0.194	0.003	0.005	0.212	
0:0:35.444	0.003	0.025	0.442	0.194	0.003	0.005	0.208	
0:0:35.510	0.003	0.025	0.442	0.194	0.003	0.005	0.207	
0:0:35.574	0.003	0.025	0.442	0.194	0.003	0.005	0.208	
0:0:35.638	0.003	0.025	0.441	0.194	0.003	0.005	0.208	
0:0:35.702	0.003	0.025	0.440	0.194	0.003	0.005	0.208	
0:0:35.767	0.003	0.026	0.439	0.194	0.003	0.005	0.207	
0:0:35.829	0.003	0.026	0.439	0.194	0.003	0.005	0.208	
0:0:35.891	0.003	0.026	0.439	0.194	0.003	0.005	0.207	
0:0:35.954	0.003	0.026	0.438	0.194	0.003	0.005	0.208	
0:0:36.020	0.003	0.026	0.438	0.194	0.003	0.005	0.209	
0:0:36.081	0.003	0.026	0.437	0.194	0.003	0.005	0.211	
0:0:36.148	0.003	0.027	0.437	0.194	0.003	0.006	0.212	
0:0:36.212	0.003	0.027	0.437	0.194	0.003	0.006	0.211	
0:0:36.274	0.003	0.026	0.436	0.194	0.003	0.006	0.209	
0:0:36.341	0.003	0.026	0.436	0.194	0.003	0.006	0.208	
0:0:36.413	0.003	0.027	0.435	0.194	0.003	0.006	0.209	
0:0:36.473	0.003	0.026	0.435	0.194	0.003	0.005	0.210	
0:0:36.534	0.003	0.026	0.435	0.194	0.003	0.005	0.212	
0:0:36.596	0.003	0.025	0.436	0.194	0.003	0.005	0.215	
0:0:36.658	0.003	0.025	0.436	0.194	0.003	0.005	0.217	
0:0:36.718	0.003	0.025	0.435	0.194	0.003	0.005	0.224	
0:0:36.785	0.003	0.024	0.435	0.194	0.003	0.005	0.226	
0:0:36.873	0.003	0.024	0.434	0.194	0.003	0.005	0.231	
0:0:36.960	0.003	0.024	0.433	0.194	0.003	0.005	0.234	
0:0:37.031	0.003	0.023	0.431	0.194	0.003	0.005	0.240	
0:0:37.095	0.003	0.023	0.431	0.194	0.003	0.005	0.233	
0:0:37.170	0.003	0.024	0.429	0.194	0.003	0.005	0.223	
0:0:37.235	0.003	0.024	0.430	0.194	0.003	0.005	0.217	
0:0:37.299	0.003	0.024	0.431	0.194	0.003	0.005	0.220	
0:0:37.362	0.003	0.024	0.430	0.194	0.003	0.005	0.219	
0:0:37.424	0.003	0.024	0.430	0.194	0.003	0.005	0.217	
0:0:37.489	0.003	0.024	0.430	0.194	0.003	0.005	0.217	
0:0:37.550	0.003	0.025	0.430	0.194	0.003	0.005	0.213	
0:0:37.614	0.003	0.025	0.430	0.194	0.003	0.005	0.214	
0:0:37.675	0.003	0.025	0.430	0.194	0.003	0.005	0.213	
0:0:37.737	0.003	0.025	0.429	0.194	0.003	0.005	0.216	
