date	Joy	Sadness	Disgust	 Contempt	 Anger	 Fear	 Surprise
0:1:39.077	0.011	0.002	5.518	0.197	0.056	0.002	6.243	
0:1:39.245	0.011	0.002	6.898	0.198	0.057	0.001	8.610	
0:1:39.435	0.011	0.002	6.997	0.198	0.062	0.001	11.932	
0:1:39.742	0.012	0.002	3.625	0.196	0.064	0.001	13.309	
0:1:39.928	0.012	0.002	4.646	0.196	0.069	0.001	13.057	
0:1:40.095	0.014	0.002	12.282	0.184	0.061	0.001	12.827	
0:1:40.255	0.012	0.002	5.419	0.227	0.081	0.001	9.383	
0:1:40.405	0.030	0.002	2.561	0.185	0.054	0.001	9.506	
0:1:40.561	3.965	0.001	0.385	0.036	0.008	0.001	8.214	
0:1:40.715	88.129	0.001	0.055	0.003	0.002	0.001	8.194	
0:1:40.879	99.634	0.001	0.017	0.001	0.001	0.001	8.544	
0:1:41.034	99.811	0.001	0.013	0.001	0.001	0.001	9.347	
0:1:41.189	99.885	0.001	0.015	0.001	0.001	0.001	9.451	
0:1:41.347	99.882	0.001	0.011	0.001	0.001	0.001	9.355	
0:1:41.505	99.910	0.001	0.008	0.001	0.001	0.001	8.667	
0:1:41.667	99.889	0.001	0.007	0.001	0.001	0.001	8.763	
0:1:41.816	99.812	0.001	0.008	0.001	0.001	0.001	6.442	
0:1:41.964	99.677	0.001	0.009	0.001	0.001	0.001	5.196	
0:1:42.115	33.393	0.001	0.095	0.005	0.003	0.001	3.271	
0:1:42.273	0.219	0.001	0.679	0.047	0.034	0.002	1.688	
0:1:42.530	0.008	0.003	2.478	0.222	0.116	0.006	1.567	
0:1:42.872	0.009	0.001	0.070	0.197	0.068	0.006	1.546	
0:1:43.139	0.003	0.010	0.031	0.195	0.035	0.006	0.199	
0:1:43.383	0.003	0.024	0.251	0.202	0.005	0.006	0.172	
0:1:43.552	0.003	0.021	0.251	0.196	0.005	0.006	0.190	
0:1:43.719	0.003	0.024	0.263	0.205	0.006	0.006	0.166	
