date	Joy	Sadness	Disgust	 Contempt	 Anger	 Fear	 Surprise
0:0:27.662	0.004	0.013	0.642	0.194	0.005	0.004	0.483	
0:0:27.728	0.004	0.009	0.840	0.194	0.007	0.002	1.027	
0:0:27.788	0.004	0.009	0.909	0.194	0.007	0.002	1.321	
0:0:27.851	0.005	0.006	1.742	0.194	0.010	0.001	2.904	
0:0:27.949	0.008	0.003	16.266	0.194	0.021	0.001	7.188	
0:0:28.020	0.009	0.003	32.399	0.194	0.029	0.001	9.387	
0:0:28.292	0.008	0.003	38.214	0.194	0.025	0.001	8.687	
0:0:28.358	0.008	0.003	26.999	0.194	0.021	0.001	7.781	
0:0:28.422	0.007	0.004	13.308	0.194	0.016	0.001	6.114	
0:0:28.507	0.005	0.006	3.773	0.194	0.010	0.001	3.915	
0:0:28.572	0.004	0.009	1.413	0.194	0.007	0.001	2.289	
0:0:28.638	0.004	0.012	0.833	0.194	0.005	0.002	1.130	
0:0:28.702	0.004	0.015	0.622	0.194	0.004	0.003	0.561	
0:0:28.769	0.003	0.018	0.543	0.194	0.004	0.004	0.348	
0:0:28.838	0.003	0.022	0.491	0.194	0.003	0.005	0.264	
0:0:28.903	0.003	0.025	0.464	0.194	0.003	0.006	0.236	
0:0:28.976	0.003	0.029	0.447	0.194	0.003	0.006	0.229	
0:0:29.046	0.003	0.033	0.436	0.194	0.003	0.006	0.229	
0:0:29.136	0.003	0.036	0.435	0.194	0.003	0.006	0.233	
0:0:29.203	0.003	0.036	0.433	0.194	0.003	0.006	0.232	
0:0:29.268	0.003	0.037	0.432	0.194	0.003	0.006	0.231	
0:0:29.333	0.003	0.037	0.429	0.194	0.003	0.006	0.227	
0:0:29.452	0.003	0.036	0.429	0.194	0.003	0.006	0.224	
0:0:29.519	0.003	0.033	0.431	0.194	0.003	0.006	0.219	
0:0:29.585	0.003	0.031	0.432	0.194	0.003	0.006	0.214	
0:0:29.647	0.003	0.026	0.433	0.194	0.003	0.006	0.205	
0:0:29.713	0.003	0.025	0.434	0.194	0.003	0.006	0.203	
0:0:29.847	0.003	0.025	0.434	0.194	0.003	0.006	0.201	
0:0:29.915	0.003	0.025	0.433	0.194	0.003	0.006	0.201	
0:0:29.981	0.003	0.025	0.433	0.194	0.003	0.006	0.202	
0:0:30.044	0.003	0.026	0.434	0.194	0.003	0.006	0.203	
0:0:30.107	0.003	0.026	0.435	0.194	0.003	0.006	0.205	
0:0:30.170	0.003	0.028	0.438	0.194	0.003	0.006	0.212	
0:0:30.233	0.003	0.032	0.444	0.194	0.003	0.006	0.226	
0:0:30.295	0.003	0.031	0.449	0.194	0.003	0.006	0.231	
0:0:30.356	0.003	0.033	0.460	0.194	0.003	0.006	0.246	
0:0:30.418	0.003	0.032	0.468	0.194	0.003	0.006	0.252	
0:0:30.481	0.003	0.031	0.471	0.194	0.003	0.006	0.251	
0:0:30.547	0.003	0.031	0.467	0.194	0.003	0.006	0.248	
0:0:30.631	0.003	0.030	0.473	0.194	0.003	0.006	0.252	
0:0:30.698	0.003	0.028	0.479	0.194	0.003	0.006	0.253	
0:0:30.760	0.003	0.024	0.497	0.194	0.003	0.006	0.262	
0:0:30.823	0.003	0.022	0.502	0.194	0.003	0.006	0.261	
0:0:30.885	0.003	0.020	0.529	0.194	0.004	0.006	0.278	
0:0:30.953	0.003	0.016	0.577	0.194	0.004	0.006	0.313	
0:0:31.019	0.004	0.014	0.629	0.194	0.005	0.005	0.355	
0:0:31.116	0.004	0.011	0.705	0.194	0.006	0.005	0.415	
0:0:31.179	0.004	0.011	0.711	0.194	0.006	0.005	0.422	
0:0:31.242	0.004	0.010	0.758	0.194	0.006	0.005	0.466	
0:0:31.304	0.004	0.009	0.820	0.194	0.007	0.005	0.528	
0:0:31.366	0.005	0.008	0.929	0.194	0.008	0.005	0.639	
0:0:31.430	0.005	0.007	0.969	0.194	0.009	0.005	0.703	
0:0:31.492	0.005	0.007	1.063	0.194	0.010	0.005	0.850	
0:0:31.555	0.007	0.005	1.347	0.194	0.014	0.004	1.348	
0:0:31.636	0.008	0.004	1.549	0.194	0.017	0.004	1.915	
0:0:31.708	0.008	0.004	1.653	0.194	0.020	0.003	2.241	
0:0:31.770	0.008	0.003	1.688	0.194	0.021	0.003	2.351	
0:0:31.837	0.008	0.003	1.723	0.194	0.023	0.003	2.501	
0:0:31.901	0.008	0.003	1.767	0.194	0.024	0.003	2.760	
0:0:31.966	0.008	0.003	1.774	0.194	0.024	0.003	2.742	
0:0:32.030	0.009	0.003	1.802	0.194	0.025	0.003	2.885	
0:0:32.093	0.008	0.003	1.760	0.194	0.024	0.003	2.699	
0:0:32.155	0.008	0.003	1.692	0.194	0.023	0.003	2.580	
0:0:32.223	0.008	0.003	1.631	0.194	0.020	0.003	2.411	
0:0:32.285	0.007	0.004	1.507	0.194	0.017	0.003	2.142	
0:0:32.349	0.007	0.005	1.390	0.194	0.014	0.003	1.874	
0:0:32.420	0.006	0.006	1.229	0.194	0.012	0.003	1.462	
0:0:32.482	0.006	0.006	1.104	0.194	0.010	0.004	1.176	
0:0:32.545	0.005	0.007	0.999	0.194	0.008	0.004	0.919	
0:0:32.611	0.004	0.010	0.806	0.194	0.006	0.005	0.625	
0:0:32.691	0.004	0.012	0.703	0.194	0.005	0.005	0.501	
0:0:32.754	0.004	0.014	0.656	0.194	0.005	0.005	0.437	
0:0:32.819	0.004	0.014	0.647	0.194	0.004	0.005	0.417	
0:0:32.885	0.004	0.014	0.647	0.194	0.005	0.005	0.416	
0:0:32.949	0.004	0.016	0.623	0.194	0.004	0.005	0.395	
0:0:33.024	0.004	0.016	0.626	0.194	0.004	0.005	0.397	
0:0:33.105	0.004	0.017	0.606	0.194	0.004	0.005	0.376	
0:0:33.171	0.004	0.015	0.636	0.194	0.004	0.005	0.398	
0:0:33.234	0.004	0.014	0.683	0.194	0.005	0.005	0.444	
0:0:33.302	0.004	0.012	0.743	0.194	0.006	0.005	0.506	
0:0:33.374	0.004	0.010	0.826	0.194	0.007	0.005	0.593	
0:0:33.437	0.005	0.008	0.888	0.194	0.007	0.005	0.667	
0:0:33.501	0.005	0.007	0.997	0.194	0.009	0.005	0.791	
0:0:33.564	0.006	0.006	1.120	0.194	0.011	0.005	0.937	
0:0:33.638	0.006	0.005	1.296	0.194	0.014	0.004	1.195	
0:0:33.707	0.007	0.004	1.476	0.194	0.017	0.004	1.500	
0:0:33.769	0.008	0.003	1.634	0.194	0.020	0.004	1.790	
